	category	subcategory	code	name	url	description	unit_price
76	Wireless Connectivity	WiFi	MIKROE-1135	WiFi Plus Click	https://www.mikroe.com/wifi-plus-click	WiFi PLUS click is a compact solution for adding WiFi communication to your project. The click features MRF24WB0MA – 2.4GHz, IEEE std. 802.11 - compliant module from Microchip, as well as MCW1001 companion controller with on-board TCP/IP stack and 802.11 connection manager.	89.00
77	Wireless Connectivity	WiFi	MIKROE-2046	WiFi 7 Click	https://www.mikroe.com/wifi-7-click	WiFi 7 click carries the ATWINC1510-MR210PB IEEE 802.11 b/g/n module, specifically optimized for low-power IoT applications.The click is designed to run on a 3.3V power supply. It communicates with the target microcontroller over SPI interface, with additional functionality provided by the following pins on the mikroBUS™ line: PWM, INT, RST.	29.00
78	Wireless Connectivity	WiFi	MIKROE-2921	WiFi NINA Click	https://www.mikroe.com/wifi-nina-click	WiFi NINA Click is a powerful standalone WiFi module, equipped with the state-of-the-art NINA-W132 module from u-blox, that can be easily configured with the u-blox s-center software, using AT commands. WiFi NINA click offers a complete WiFi stack, it is really easy to use and provides a simple way to build secure IoT applications.This WiFi module...	45.00
79	Wireless Connectivity	WiFi	MIKROE-3291	Go to Cloud (G2C) Click	https://www.mikroe.com/g2c-click	Go to Cloud (G2C) click is a gateway Click board™ which provides a simple and reliable connection to the Click Cloud platform, a cloud-based rapid prototyping environment, hosted by MikroElektronika. Go to Cloud (G2C) click offers an unprecedented simplicity for adding Click Cloud connectivity to any embedded application, by utilizing the simple UART...	19.00
80	Wireless Connectivity	WiFi	MIKROE-3432	WiFi 10 Click	https://www.mikroe.com/wifi-10-click	WiFi 10 Click is a Click board™ that offers an ultra-low power wireless connectivity, for any IoT application. It is based on the SX-ULPAN-SB-2401, an integrated wireless LAN module, compliant with the IEEE802.11a/b/g/n wireless networking protocols, at 2.4GHz. The ULPAN-SB-2401 module comes equipped with a PCB trace antenna, but it also offers a small...	25.00
81	Wireless Connectivity	WiFi	MIKROE-3666	WiFi 9 Click	https://www.mikroe.com/wifi-9-click	WiFi 9 Click is fully embedded stand-alone Wi-Fi module, equipped with the PAN9420 a 2.4 GHz ISM band Wi-Fi-embedded module which includes a wireless radio and an MCU for easy integration of Wi-Fi connectivity into various electronic devices. This module combines a high-performance CPU with Wireless radio and integrated memory, which offers many features...	45.00
82	Wireless Connectivity	WiFi	MIKROE-3663	DeviceDrive Click	https://www.mikroe.com/devicedrive-click	DeviceDrive Click is a complete Cloud-on-Module solution with Wi-Fi functionality and an integrated PCB antenna. The onboard WRF01-M24A module comes preloaded with DeviceDrive firmware which completely offloads Wi-Fi networking functionality from the application processor and enables features like OTA upgrade, automatic connection to the DeviceDrive Cloud...	19.00
83	Wireless Connectivity	WiFi	MIKROE-4245	WiFi 11 Click	https://www.mikroe.com/wifi-11-click	WiFi 11 Click is a compact add-on board that contains a WiFi and Bluetooth module that has dual bands for WiFi communication. This board features the BW16, a low-power dual bands Wireless LAN (WLAN) and Bluetooth Low Energy SoC module from Ai-Thinker. This module supports the WiFi 5G and Bluetooth Low Energy 5.0, it consists of a high-performance MCU on a...	29.00
84	Wireless Connectivity	WiFi	MIKROE-4704	WiFi 8 Click	https://www.mikroe.com/wifi-8-click	WiFi 8 Click is a compact add-on board that contains a wireless combo module. This board features the ATWINC3400-MR210CA, wireless a Bluetooth 5.0 certified module optimized for low power and high-performance mobile applications from Microchip Technology. This module comes with integrated power and low-noise amplifiers, transmit/receive switch (for WiFi...	34.00
85	Wireless Connectivity	WiFi	MIKROE-4836	LP WiFi Click	https://www.mikroe.com/lp-wifi-click	LP WiFi Click is a compact add-on board that represents an ultra-low-power Wi-Fi solution. This board features the DA16200, a fully integrated Wi-Fi module with ultra-low power consumption, best RF performance, and a comfortable development environment from Dialog Semiconductor. In addition to the highly integrated ultra-low power Wi-Fi SoC, which is the...	19.00
86	Wireless Connectivity	RFID/NFC	MIKROE-2395	NFC Click	https://www.mikroe.com/nfc-click	NFC click is a mikroBUS™ add-on board with a versatile near field communications controller from NXP — the PN7120 IC.NFC devices are used in contactless payment systems, electronic ticketing, smartcards, but also in retail and advertising — inexpensive NFC tags can be embedded into packaging labels, flyers or posters.	34.00
87	Wireless Connectivity	RFID/NFC	MIKROE-1726	NFC Tag Click	https://www.mikroe.com/nfc-tag-click	NFC Tag click carries an M24SR64 NFC/RFID tag IC with a dual interface and 8KB of high-reliability EEPROM built-in.	12.00
88	Wireless Connectivity	RFID/NFC	MIKROE-1434	RFid Click	https://www.mikroe.com/rfid-click	RFid click features CR95HF 13.56 MHz contactless transceiver as well as trace antenna. The click is designed to run on a 3.3V power supply only. It communicates with the target MCU via mikroBUS™ UART (TX, RX), SPI (MISO, MOSI, SCK, CS) INT, RST, PWM and AN lines.	29.00
89	Wireless Connectivity	RFID/NFC	MIKROE-3659	NFC Tag 4 Click	https://www.mikroe.com/nfc-tag-4-click	NFC Tag 4 Click is NFC tag device, offering 16 Kbit of electrically erasable programmable memory (EEPROM). This Click Board™ offer two communication interfaces. The first one is an I2C serial link and can be operated from a DC power supply. The second one is a RF link activated when Click Board™ act as a contactless memory powered by the received carrier...	12.00
90	Wireless Connectivity	RFID/NFC	MIKROE-3971	NFC Extend Click	https://www.mikroe.com/nfc-extend-click	NFC Extend Click is NFC tag interface device with possibility of using any shape and size external antenna, offering 16 Kbit of electrically erasable programmable memory (EEPROM). This Click Board™ offer two communication interfaces. The first one is an I2C serial link and can be operated from a DC power supply. The second one is a RF link activated when...	6.00
91	Wireless Connectivity	RFID/NFC	MIKROE-4208	RFID 2 Click	https://www.mikroe.com/rfid-2-click	RFID 2 Click is a compact add-on board that contains a stand-alone RFID reader with a built-in antenna easy-to-use for embedded applications. This board features the ID-12LA-SA, an advanced low-cost RFID reader module usable with 38 different tags from ID Innovations. This small 125kHz reader has a 9600bps TTL/RS232 output with Magnetic, Wiegand, or ASCII...	79.00
92	Wireless Connectivity	RFID/NFC	MIKROE-4309	NFC 2 Click	https://www.mikroe.com/nfc-2-click	NFC 2 Click is a compact add-on board that contains a highly integrated NFC transceiver for contactless communication. This board features the PN7150, the best plug&play high-performance full NFC solution with integrated firmware and NCI interface designed for contactless communication at 13.56 MHz from NXP USA Inc. This I2C configurable transceiver...	34.00
93	Wireless Connectivity	RFID/NFC	MIKROE-4425	Magic RFID Click	https://www.mikroe.com/magic-rfid-click	Magic RFID Click is a compact add-on board that contains an embedded RFID module. This board features the M6E-NANO, UHF RFID module with ultra-low power consumption from JADAK. Supporting the EPC Gen2V2 and ISO 18000-63 standard, the M6E-NANO module is available for global use. It operates in the Ultra High Frequency (UHF) band in a range from 859 up to...	225.00
94	Wireless Connectivity	RFID/NFC	MIKROE-4842	NFC 4 Click	https://www.mikroe.com/nfc-4-click	NFC 4 Click is a compact add-on board that contains an NFC transceiver for contactless communication. This board features the ST25R3916, a multi-purpose NFC transceiver supporting passive peer-to-peer functionality and NFC card-emulation mode, as well as NFC reader operation from STMicroelectronics. It features high RF output power to directly drive an...	21.00
95	Wireless Connectivity	GSM+GPS	MIKROE-2439	GSM/GNSS Click	https://www.mikroe.com/gsm-gnss-click	GSM/GNSS click combines GPS/GLONASS location tracking with GSM module capability for mobile communication. The click features Quectel’s MC60 quad-band module.GSM/GNSS click runs on either 3.3V or 5V power supply and communicates with the target MCU over UART interface, and the following mikroBUS™ pins: AN, RST, PWM, INT.	79.00
96	Wireless Connectivity	GSM+GPS	MIKROE-2382	GSM-GPS Click	https://www.mikroe.com/gsm-gps-click	GSM-GPS click is a mikroBUS add-on board with a SIM808 module that combines GSM/GPRS and GPS into a single device. Ideal for remote tracking devices in any shape or form.	85.00
97	Wireless Connectivity	GSM+GPS	MIKROE-2440	GSM/GNSS 2 Click	https://www.mikroe.com/gsmgnss-2-click	GSM/GNSS 2 click combines GPS/GLONASS location tracking with GSM module capability for mobile communication.The click carries SIM868 quad-band GSM/GPRS module.GSM/GNSS 2 click is designed to run on either 3.3V or 5V power supply. It communicates with the target MCU over UART interface.	69.00
98	Wireless Connectivity	6LoWPAN	MIKROE-2219	6LoWPAN C click	https://www.mikroe.com/6lowpan-c-click	6LoWPAN C click carries the CC2520 2.4GHz RF transceiver.The click is designed to run on a 3.3V power supply. It communicates with the target microcontroller over SPI interface, with additional functionality provided by the following pins on the mikroBUS™ line: PWM, INT, RST, AN.	26.00
99	Wireless Connectivity	6LoWPAN	MIKROE-2218	6LoWPAN T click	https://www.mikroe.com/6lowpan-t-click	6LoWPAN T click carries the CC2520 2.4GHz RF transceiver.The click is designed to run on a 3.3V power supply. It communicates with the target microcontroller over SPI interface, with additional functionality provided by the following pins on the mikroBUS™ line: PWM, INT, RST, AN.	26.00
100	Wireless Connectivity	ZigBee	MIKROE-987	BEE Click	https://www.mikroe.com/bee-click	BEE click features MRF24J40MA 2.4 GHz IEEE 802.15.4 radio transceiver module from Microchip. The click is designed to run on 3.3V power supply only. It communicates with the target microcontroller over an SPI interface.	29.00
101	Wireless Connectivity	ZigBee	MIKROE-1599	XBEE Click	https://www.mikroe.com/xbee-click	XBee click carries the Xbee® and Zigbee-compliant XB24CZ7PIS-004 module with a PCB antenna from Digi International. The module provides wireless connectivity to end-point devices in ZigBee mesh networks.	59.00
102	Wireless Connectivity	ZigBee	MIKROE-4277	ZigBee Click	https://www.mikroe.com/zigbee-click	ZigBee Click is a compact add-on board that contains a fully integrated Zigbee transceiver with a 32-bit ARM® Cortex M3TM microprocessor, Flash and RAM memory, and peripherals. This board features the ETRX357, 2.4 GHz Zigbee Radio module from Silicon Labs, which has been designed to be easily integrated and to provide a fast, simple, and low-cost wireless...	49.00
103	Wireless Connectivity	UWB	MIKROE-4199	UWB Click	https://www.mikroe.com/uwb-click	UWB Click is an Ultra-Wideband transceiver Click board™ that can be used in 2-way ranging or TDOA location systems to locate assets to a precision of 10 cm and supports data rates of up to 6.8 Mbps. This Click board™ features the DWM1000 module based on Decawave's DW1000 Ultra-Wideband (UWB) transceiver from Decawave Limited. It features a frequency range...	69.00
104	Wireless Connectivity	SigFox	MIKROE-2534	SigFox Click	https://www.mikroe.com/sigfox-click	The SigFox click is a device which carries the SN10-11, a fully integrated Sigfox™ certified module by InnoComm, allowing connection to a low power wide area network (LPWAN) that enables communication utilizing the Industrial, Scientific, and Medical (ISM) radio frequency band.The SigFox click comes with the subscription to the Sigfox network for a...	25.00
